STRING ID,DESCRIPTION,ENGLISH,FRENCH / FRANÇAIS,SPANISH / ESPAÑOL,GERMAN / DEUTSCH,ITALIAN / ITALIANO,PORTUGUESE / PORTUGUÊS (BR),PORTUGUESE / PORTUGUÊS (PT),RUSSIAN / РУССКИЙ,GREEK / ΕΛΛΗΝΙΚΑ,TURKISH / TÜRKÇE,DANISH / DANSK,NORWEGIAN (NB) / NORSK BOKMÅL,SWEDISH / SVENSKA,DUTCH / NEDERLANDS,POLISH / POLSKI,FINNISH / SUOMI,JAPANESE / 日本語,SIMPLIFIED CHINESE / 简体中文 (zh_CN),TRADITIONAL CHINESE / 繁体中文 (zh-TW),KOREAN / 한국어,CZECH / ČEŠTINA,HUNGARIAN / MAGYAR,ROMANIAN / ROMÂNĂ,THAI / ภาษาไทย,BULGARIAN / БЪЛГАРСКИ,עברית / HEBREW,MALAY / BAHASA MALAYSIA,INDONESIAN / BAHASA INDONESIA, العَرَبِيةُ / ARABIC
LANGUAGE_CODE,IETF language tag(s) without dash,enUS enGB,frFR,esES esAR esMX,deDE deCH deAT,itIT itCH,ptBR,ptPT,ruRU,elGR,trTR,daDK,noNB,svSE,nlNL,plPL,fiFI,jaJP,zhCN zhSG,zhTW zhHK zhMO,koKR,csCZ,huHU,roRO,thTH,bgBG,heIL,msMS,idID,arSA
LANGUAGE_EN,[LanguageName] in english,English,French,Spanish,German,Italian ,Portuguese (Brazil),Portuguese,Russian,Greek,Turkish,Danish,Norwegian,Swedish,Dutch,Polish,Finnish,Japanese,Simplified Chinese,Traditional Chinese,Korean,Czech,Hungarian,Romanian,Thai,Bulgarian,Hebrew,Malay,Indonesian,Arabic
LANGUAGE_DIRECTION,ltr or rtl (text direction used by game code),ltr,ltr,ltr,ltr,ltr,ltr,ltr,ltr,ltr,ltr,ltr,ltr,ltr,ltr,ltr,ltr,ltr,ltr,ltr,ltr,ltr,ltr,ltr,ltr,ltr,rtl,ltr,ltr,rtl
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERROR_DEVICE_NOT_FOUND,LeapMotion Oculus Touch etc. Use [device] in English so it can be changed by code,No [device] detected,Aucun [device] détecté.,No se detectó [device],[device] nicht erkannt,Nessun [dispositivo] trovato,[device] não encontrado,O dispositivo [device] não foi detectado.,[device] не обнаружен,Δεν εντοπίστηκε [device],[device] aygıt algılanamadı.,Ingen [device] fundet.,Ingen [device] funnet.,[device] kunde inte hittas.,Geen [apparaat] gevonden.,Nie wykryto [device],[device] ei havaittu,[device] が接続されていません,未检测到[device],未檢測到[device],[device]을(를) 찾을 수 없습니다.,Zařízení [device] nenalezeno,[device] nem található,Nu s-a detectat niciun [device],ตรวจไม่พบอุปกรณ์ [device],Няма засечен [device].,לא נמצא רכיב [device],,,
ERROR_DEVICE_VR_LEAVING_TRACKAREA,,Leaving tracking area,Vous quittez la zone de détection.,Saliendo del area de seguimiento,Außerhalb des Tracking-Bereichs,Lasciando la zona di tracciamento,Deixando área de rastreamento,À deixar área de rastreamento,За пределами зоны отслеживания,Απομάκρυνση από την περιοχή καταγραφής,Takip alanı terkediliyor.,Forlader sporingsområdet,Forlater sporingsområdet,Lämnar spårningsområde,Het zoekgebied wordt verlaten,Opuszczanie strefy śledzenia,Poistut seuranta-alueelta,通信圏外です,无信号,無信號,인식 범위 밖입니다.,Opouštíte trackovací zónu,Elhagyod az érzékelési területet.,Se părăsește zona de urmărire,ออกจากพื้นที่ติดตาม,Напускате следената площ,יציאה מגבולות מפוקחים,,,
ERROR_DEVICE_VR_NO_HMD,"Using abbrev. ""HMD"" (Head Mounted Display)",No HMD detected,Aucun HDM détecté.,No se detectó ningún HMD,Kein HMD erkannt,HMD non rilevato,HMD não encontrado,HMD não detectado.,VR-шлем не обнаружен,Δεν εντοπίστηκε HMD,Görüş Ünitesi algılanamadı.,Intet HMD detekteret.,Ingen HMD funnet.,Ingen VR-hjälm funnen,Geen HMD gedetecteerd.,Nie wykryto HMD,HMD ei havaittu,HMDが接続されていません,未检测到HMD,未檢測到HMD,HMD를 찾을 수 없습니다.,HMD nenalezeno,HMD nem található,Nu s-a detectat niciun HMD,ตรวจไม่พบหน่วยแสดงผลสวมศีรษะ,Няма засечен HMD.,HMD לא נמצא,,,
ERROR_GENERIC_ERRCODE,,Error code:,Code d'erreur :,Código de error:,Fehlercode:,Codice errore:,Código de erro:,Código de erro:,Код ошибки:,Κωδικός σφάλματος:,Hata kodu:,Fejlkode:,Feilkode:,Felkod:,Foutcode:,Kod błędu:,Virhekoodi: ,エラーコード：,错误代码：,錯誤代碼：,오류 코드:,Kód chyby:,Hibakód:,Cod de eroare:,รหัสข้อผิดพลาด,Код на грешката:,טעות מספר:,,,خطأ رقم:
ERROR_GENERIC_TEXT,,An error has occured.,Une erreur s'est produite.,Ha ocurrido un error,Ein Fehler ist aufgetreten.,È stato riscontrato un errore.,Ocorreu um erro.,Ocorreu um erro.,Произошла ошибка.,Γενικό σφάλμα.,Bir hata oluştu.,Der er sket en fejl.,Det har skjedd en feil.,Ett fel har uppstått.,Er is een fout opgetreden.,Wystąpił jakiś błąd.,On tapahtunut virhe.,エラーが発生しました。,发生了错误。,發生了錯誤。,오류가 발생했습니다.,Vyskytla se chyba,Hiba történt.,A apărut o eroare.,เกิดความผิดพลาดบางประการ,Грешка в изпълнението.,ארעה טעות.,,,حصل خطأ ما
ERROR_GENERIC_INVALID_NAME,,Invalid name!,Nom incorrect !,El nombre no es válido,Ungültiger Name!,Nome non valido!,Nome inválido!,Nome Inválido!,Недопустимое название!,Μη έγκυρο όνομα!,Geçersiz İsim!,Ugyldigt navn!,Ugyldig navn!,Ogiltigt Namn!,Ongeldige naam!,Błędna nazwa!,Virheellinen nimi!,無効な名前です！,名称无效！,名稱無效！,이름이 잘못되었습니다.,Neplatný název!,Érvénytelen név!,Nume Invalid!,ชื่อไม่ถูกต้อง!,Невалидно име!,שם לא נכון!,,,
ERROR_GENERIC_INVALID_KEY,,Invalid CD Key.,Clé CD incorrecte.,La clave de producto no es válida.,Ungültiger Produktschlüssel.,CD Key non valida.,Código de produto (CD Key) inválido.,Código de produto (CD Key) inválido.,Неверный цифровой ключ.,Μη έγκυρο κλειδί CD.,Geçersiz CD Anahtarı.,Ugyldig CD-nøgle.,Ugyldig CD-nøkkel.,Ogiltig CD-nyckel.,Ongeldige cd-code.,Nieprawidłowy numer seryjny.,Virheellinen tuotetunnus.,無効なCDキーです。,序列号无效。,無效的遊戲序號。,잘못된 CD키입니다.,Neplatný CD klíč.,Érvénytelen CD-kulcs.,Cod de activare invalid.,CD Key ไม่ถูกต้อง,Невалиден ключ за активация.,סיסמה לא נכונה!,,,
ERROR_GENERIC_CHEATING,,Cheats detected!,Codes triche détectés !,¡Trampas Detectadas!,Cheats entdeckt!,Trucchi individuati!,Trapaças detectadas!,Batota Detetada!,Используются читы!,Ανιχνεύτηκε κλεψιά!,Hile Algılandı!,Snydekoder opdaget!,Juksekoder oppdaget!,Fusk hittades!,Cheats gebruikt!,Wykryto użycie kodów!,Huijauksia havaittu!,チート検出！,检测到作弊！,已偵測到作弊！,치트 발견!,Detekovány cheaty!,Csalást észleltünk!,Cheat-uri detectate!,Cheats ตรวจสอบพบ!,Засечени чийтове!,רמאות!,,,
ERROR_NETWORK_CONNECTION_LOST,,Connection lost.,Connexion perdue.,Conexión perdida,Verbindung verloren.,Connessione persa.,Conexão perdida.,Ligação perdida.,Соединение потеряно.,Χάθηκε η σύνδεση.,Bağlantı kesildi.,Mistet forbindelse.,Mistet forbindelsen.,Anslutningen bröts.,Verbinding verloren.,Stracono połączenie.,Yhteys menetetty.,接続が切断されました。,网络连接失败。,網絡連接失敗。,연결이 끊어졌습니다.,Spojení ztraceno.,A kapcsolat megszakadt.,S-a întrerupt conexiunea.,การเชื่อมต่อผิดพลาด,Връзката е изгубена.,החיבור לרשת אבד.,,,خطأ بالاتصال
ERROR_NETWORK_DISCONNECTED_YOUR_OPPONENT,,Your opponent has disconnected.,Votre adversaire s'est déconnecté.,Tu oponente se ha desconectado,Dein Gegner hat die Verbindung getrennt.,Il tuo avversario si è disconnesso.,Seu oponente foi desconectado.,O seu adversário perdeu a ligação.,Ваш соперник отключился.,Ο/η αντίπαλός σου αποσυνδέθηκε.,Rakibinizin bağlantısı kesildi.,Din modstander har afbrudt forbindelsen.,Din motstander har koblet fra.,Din motspelare har kopplat ifrån.,Je tegenstander heeft het spel verlaten.,Twój przeciwnik się rozłączył.,Vastustajasi on menettänyt yhteyden.,相手プレイヤーが接続を切断しました。,你的对手断开连接。,你的對手斷線,상대가 연결을 끊었습니다.,Tvůj protivník se odpojil,Megszakadt a kapcsolat az ellenfeleddel.,Inamicul tău s-a deconectat.,คู่ต่อสู้หลุดการเชื่อมต่อ,Изгубена връзка с противник.,היריב התנתק מהרשת.,,,خصمك فقد الاتصال
ERROR_NETWORK_DISCONNECTED_YOUR_PLAYER,,The other player has disconnected.,L'autre joueur s'est déconnecté.,El otro jugador se ha desconectado,Der andere Spieler hat die Verbindung getrennt.,L'altro giocatore si è disconnesso.,O outro jogador foi desconectado.,O outro jogador perdeu a ligação.,Другой игрок отключился.,Ο/η άλλος παίχτης αποσυνδέθηκε.,Diğer oyuncunun bağlantısı kesildi.,Den anden spiller har afbrudt forbindelsen.,Den andre spilleren har koblet ifra.,Den andra spelaren har kopplat ifrån.,De andere speler heeft het spel verlaten.,Gracz się rozłączył.,Toinen pelaaja on menettänyt yhteyden.,他のプレイヤーが接続を切断しました。,另一个玩家断开了连接。,另一個玩家斷線,다른 플레이어가 연결을 끊었습니다.,Hráč se odpojil,Megszakadt a kapcsolat a másik játékossal.,Celalalt jucator s-a deconectat.,ผู้เล่นอื่นหลุดการเชื่อมต่อ,Изгубена връзка с играч.,השחקן התנתק מהרשת.,,,اللاعب الاخر فقط الاتصال
ERROR_NETWORK_DISCONNECTED_YOUR_TEAMMATE,,Your teammate has disconnected.,Votre coéquipier s'est déconnecté.,Tu compañero se ha desconectado,Dein Mitspieler hat die Verbindung getrennt,Il tuo compagno si è disconnesso.,Seu companheiro de equipe foi desconectado.,O seu companeiro de equipa perdeu a ligação.,Ваш союзник отключился.,Ο/η συμπαίχτης σου αποσυνθέθηκε.,Takım arkadaşınızın bağlantısı kesildi.,Din medspiller har afbrudt forbindelsen.,Din medspiller har koblet fra.,Din medspelare har kopplat ifrån.,Je teamgenoot heeft het spel verlaten.,Członek Twojej drużyny się rozłączył.,Tiimikaverisi on menettänyt yhteyden.,味方プレイヤーが接続を切断しました。,你的队友断开了连接。,你的隊友斷線,팀원이 연결을 끊었습니다.,Tvůj spojenec se odpojil,Megszakadt a kapcsolat a csapattársaddal.,Aliatul tău s-a deconectat.,เพื่อนร่วมทีมหลุดการเชื่อมต่อ,Изгубена връзка със съотборник.,החבר לקבוצה התנתק מהרשת.,,,صديقك فقد الاتصال
ERROR_NETWORK_SERVER,,Cannot connect to server.,Impossible de se connecter au serveur.,No se pudo conectar con el servidor,Es konnte keine Verbindung zum Server hergestellt werden.,Impossibile connettersi al server.,Não foi possível conectar-se ao servidor.,Não é possível ligar ao servidor.,Не удалось подключиться к серверу.,Δεν μπορώ να συνδεθώ στον διακομιστή.,Sunucuya bağlanılamıyor.,Kan ikke få forbindelse til serveren.,Kan ikke koble til serveren.,Kan inte ansluta till servern.,Kan geen verbinding maken met server.,Nie można połączyć się z serwerem.,Palvelimeen ei saada yhteyttä.,サーバーに接続できません。,不能连接至服务器。,不能連接至服務器。,서버에 연결할 수 없습니다.,Nelze se připojit k serveru,Nem lehet a kiszolgálóhoz csatlakozni.,Nu se poate face conexiunea la server.,ไม่สามารถเชื่อมต่อระบบ,Няма връзка със сървъра.,אי אפשר להתחבר לשרת.,,,تعذر الاتصال بالمخدم
ERROR_SAVE_CORRUPTED,,Save file corrupted.,Fichier de sauvegarde corrompu.,Achivo de guardado corrupto,Speicherstand beschädigt.,Salvataggio corrotto.,Arquivo de jogo salvo corrompido.,Ficheiro de jogo corrompido.,Файл сохранения повреждён.,Το αποθηκευμένο αρχείο είναι κατεστραμμένο.,Kayıt dosyası bozuk.,Spildata er korrupt.,Lagringsfil er korrupt.,Sparfilen är korrupt. ,Opgeslagen spel is beschadigd.,Uszkodzony plik zapisu gry.,Tallennus on vioittunut.,セーブデータが破損しています。,存档文件已被破坏。,存檔文件已被破壞。,저장된 게임에 오류가 있습니다.,Uložený soubor je poškozen,A játékmentés megsérült.,Fișierul salvat este stricat.,Save เกิดความเสียหาย,Повреден файл със запис.,הקובץ השמור פגום.,,,ملف الحفظ تالف.
ERROR_SAVE_NO_GAMES_FOUND,In previously saved games,No games found.,Aucune sauvegarde trouvée.,No se encontraron partidas,Keine Speicherstände gefunden.,Nessuna partita trovata.,Nenhum jogo encontrado.,Sem jogos.,Сохранения не найдены.,Δεν βρέθηκαν παιχνίδια.,Oyun bulunamadı.,Ingen gemte spil fundet.,Ingen lagrede spill funnet.,Inga sparade spel hittades.,Geen spellen gevonden.,Nie znaleziono zapisanych gier.,Pelejä ei löytynyt.,セーブデータが見つかりません。,找不到游戏。,找不到游戲。,저장된 게임이 없습니다.,Nenalezeny žádné hry,Nem található elmentett játékállás.,Nu s-a găsit niciun joc.,ไม่เจอเกมที่สร้าง,Няма намерени игри.,לא נמצאו משחקים שמורים.,,,لا يوجد العاب.
ERROR_SAVE_NO_OPEN_GAMES,For empty online game lobby,No open games.,Aucune partie trouvée.,No hay partidas abiertas,Keine Spiele gefunden.,Nessuna partita aperta,Nenhum jogo ativo.,Não existem jogos a decorrer.,Нет свободных игр.,Κανένα ανοιχτό παιχνίδι,Açık oyun yok.,Ingen åbne spil.,Ingen åpne spill.,Inga öppna spel är tillgängliga.,Geen open spellen gevonden.,Brak gier,Avoimia pelejä ei ole.,参加可能なゲームがありません。,没有招募中的游戏,沒有招募中的游戲,현재 열린 방이 없습니다.,Žádné probíhající hry,Nem található nyitott játék.,Nu s-a găsit niciun joc.,ไม่เจอเกม,Няма отворени игри.,אין משחקים פתוחים.,,,
END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-- GENERAL COMMENTS --,For comments concerning the language columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Not supported by Steam,Not supported by Steam,Not supported by Steam,Not supported by Steam
"The Error Messages tab could be renamed as SDK. After 1.0, then expanded with other ids, not only errors but also warnings and informative messages used during development. Examples: ""ERROR_FILE_NOT_FOUND"", ""ERROR_FILE_CANT_OPEN"", ""ERROR_SOCKET_CANT_BIND"", ""ERROR_CONTROLLER_DISCONNECTED"", ""ERROR_MEMORY_NOT_ENOUGH"",""ERROR_DISPLAY_INVALID_RESOLUTION"", ""ERROR_GPU_SHADER_CANT_COMPILE"", ""ERROR_GPU_UNSUPPORTED_VERSION_PROFILE"", ""ERROR_OS_INVALID_USERNAME"", and so on.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADDITIONS,"As these string reach full ( Steamlist ) completion, they can be added to the Master above",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERROR_NETWORK_DISCONNECTED_PLAYER,Generic case (match with players]2),Player has disconnected.,Un joueur s'est déconnecté.,Un jugador se ha desconectado,Spieler hat den Server verlassen.,,Jogador desconector,,Игрок отключился.,Ο/η παίκτης αποσυνδέθηκε.,Oyuncunun bağlantısı kesildi.,Spiller har afbrudt forbindelsen.,Spiller har koblet ifra,Spelare har kopplat ifrån. ,,Gracz się rozłączył,Pelaaja on katkaissut yhteyden.,プレイヤーが接続を切断しました。,,,다른 플레이어가 연결을 끊었습니다.,,Megszakadt a kapcsolat a játékossal.,,,Изгубена връзка с играч.,השחקן התנתק.,,,
ERROR_NETWORK_DISCONNECTED_OPPONENT,Generic case (match with players]2),Opponent has disconnected.,Un adversaire s'est déconnecté.,Un oponente se ha desconectado,Gegner hat den Server verlassen.,,Oponente se desconectou,,Соперник отключился.,Ο/η αντίπαλος αποσυνδέθηκε.,Rakip oyuncunun bağlantısı kesildi.,Modstander har afbrudt forbindelsen.,Motstander har koblet ifra,Motståndare har kopplat ifrån. ,,Przeciwnik się rozłączył,Vastustaja on katkaissut yhteyden.,相手プレイヤーが接続を切断しました。,,,상대 플레이어가 연결을 끊었습니다.,,Megszakadt a kapcsolat az ellenféllel.,,,Изгубена връзка с противник.,היריב התנתק.,,,
ERROR_NETWORK_DISCONNECTED_TEAMMATE,Generic case (match with players]2),Teammate has disconnected.,Un partenaire s'est déconnecté.,Un compañero se ha desconectado,Mitspieler hat den Server verlassen.,,Parceiro se desconector,,Союзник отключился.,Ο/ συμπαίκτης αποσυνδέθηκε.,Takım arkadaşınızın bağlantısı kesildi.,Medspiller har afbrudt forbindelsen.,Lagspiller har koblet ifra,Medspelare har kopplat ifrån. ,,Członek drużyny się rozłączył,Tiimikaveri on katkaissut yhteyden.,味方プレイヤーが接続を切断しました。,,,팀원이 연결을 끊었습니다.,,Megszakadt a kapcsolat a csapattársaddal.,,,Изгубена връзка със съотборник.,החבר לקבוצה התנתק.,,,